Logits,Targets,Input_Lengths,Target_Lengths
"[[0.3548572221796663, 0.20123403889806202, 0.3031120390062987, 0.4015476130814667, 0.21211252694793925], [0.7370877361352848, 0.15264989531195183, 0.4700730322030644, 0.5378261857302362, 0.9701613533277591], [0.33352377364935093, 0.19826267633042494, 0.457012387915393, 0.5482001087286068, 0.7081275110108418], [0.7649549771256878, 0.8916744038761711, 0.28460389021281485, 0.1094867682210523, 0.1460046034704292], [0.7208813107949784, 0.7733128954610732, 0.18587413897642502, 0.8661321169244541, 0.21352190276757732], [0.3193497912255341, 0.5585642281866806, 0.4712182993059182, 0.4459324878615417, 0.8459842156780474], [0.9263999619979442, 0.7155559593444704, 0.5747110795352337, 0.2514204593654066, 0.8955449738616847], [0.5778940197545954, 0.09226194124118825, 0.7306715821135322, 0.5712882402704397, 0.19534145494282207], [0.07116189560970732, 0.4059679584349256, 0.6087815847466673, 0.9296052173353889, 0.23628676054981912], [0.8232771761811566, 0.015737349057205585, 0.11071339895948928, 0.08357299802626528, 0.13470596226155174]]","4,2,3,1,2,2,4",10,7
"[[0.5800039110650054, 0.06607015927225579, 0.3148386924122989, 0.4255349891998387, 0.8049952087825011], [0.41512367040612874, 0.9937280004199861, 0.08689945962261547, 0.7910125432001004, 0.4881395175758815], [0.989911377219394, 0.2741187256200124, 0.1241844760425257, 0.7703431710917465, 0.72841810986275], [0.8609497424335817, 0.2323999212768484, 0.6574131463527568, 0.03767333283590102, 0.2194470812648075], [0.9207512393345486, 0.7971994495330759, 0.43960896707582087, 0.043796110200235994, 0.5592991230496911], [0.43327602120110476, 0.3328369853925345, 0.8842904286952066, 0.37231682845423164, 0.8956354732390563], [0.9241676859903585, 0.17787471167567215, 0.9963313998520922, 0.16295820657731852, 0.7868567690441859], [0.3107869383705486, 0.025539967283993215, 0.6086234707963444, 0.2307449599755803, 0.8696721627035646], [0.2829976393303586, 0.10815372390894318, 0.22499707036651928, 0.6568913747467987, 0.9764514735942301], [0.20996277985194833, 0.4500771010218294, 0.1077977632127115, 0.5399744399890691, 0.47679774398533215]]","1,4",10,2
"[[0.19652528205581077, 0.7970165489499065, 0.730741073733543, 0.19886029316160336, 0.8420314015947462], [0.7555627544269616, 0.5121730847996332, 0.2640589128975156, 0.9803168633422231, 0.6672836789852981], [0.33733080730711473, 0.34281375483600907, 0.47621453346660814, 0.5115989746329648, 0.06182657657070878], [0.4130719237039939, 0.8906123170933716, 0.1767327892406244, 0.548073055293318, 0.8102402756459085], [0.8945976237406248, 0.8492739754362201, 0.08625386201875596, 0.6931956097708075, 0.6772358527639238], [0.8654741871970499, 0.7977559584304473, 0.7774168799571717, 0.023438888802832514, 0.9666922772119881], [0.9070587443387262, 0.3604221350026693, 0.10374241912430959, 0.691322251016605, 0.41855195150095226], [0.3933015915741671, 0.31646837194645916, 0.3255189110363561, 0.073213710947585, 0.7255067429721983], [0.4306135521068859, 0.521595522688867, 0.3036322972607026, 0.10137418268687559, 0.1934493146503643], [0.6341576133511109, 0.10093715064111464, 0.997235059191243, 0.8010152750279819, 0.029513623476533635]]","2,2,1,1",10,4
"[[0.5198795728180924, 0.9598625720183849, 0.6876559857934822, 0.5500722335871724, 0.23972984497746952], [0.2967178161923244, 0.7917963501091992, 0.998615767211546, 0.4406581419843475, 0.17481755515744546], [0.7903091597733589, 0.7627977704115709, 0.39308397148717167, 0.057089355691343435, 0.38520613913790325], [0.7943283000868927, 0.022959583712441223, 0.39318865756855825, 0.48449393429845355, 0.11139803320869068], [0.2906237724259295, 0.04255844325956659, 0.9257551966332964, 0.41247217572622263, 0.5880432787873152], [0.06302922979925396, 0.5756567352513958, 0.6466440859223176, 0.6561899949012219, 0.8609982817995816], [0.3958754746945471, 0.2974391483450535, 0.6776998673767833, 0.8737920248045399, 0.058636109130917324], [0.39803546627747854, 0.9791975786771707, 0.21170979739045537, 0.6489277541567061, 0.13845191334570517], [0.795323320988154, 0.12427652224155772, 0.15149265561514258, 0.2748814902436322, 0.22153883036444366], [0.2919937217681621, 0.8020946549083534, 0.039429912173852166, 0.172390315849841, 0.39130241688519807]]","2,2,2,2",10,4
"[[0.8942433101016795, 0.572558284012098, 0.23738253679518495, 0.30542005555382323, 0.8980653725445586], [0.03078648366903547, 0.7796095573080873, 0.5890771448744262, 0.4508955773997261, 0.4859198265903055], [0.8579847004489787, 0.6282983068214566, 0.789149633991246, 0.7870308622483684, 0.35082678897854325], [0.8970150227170309, 0.7744544939364438, 0.4373495426869094, 0.9288265788643613, 0.4760890823858861], [0.4754810666807119, 0.29317931883799897, 0.6301915235272293, 0.3713410780135815, 0.7410062012231141], [0.15739559089651878, 0.4707762463021452, 0.33279217341124867, 0.8365244651153279, 0.051467511980132996], [0.6083220438325958, 0.7232661351360199, 0.6024991857756292, 0.5763476881216212, 0.9920910818177069], [0.1552998669746245, 0.11861283393803201, 0.09022213288006387, 0.09078793836442067, 0.2029742389598831], [0.16356091527619665, 0.4568170710732874, 0.5144748330447845, 0.07710719172526126, 0.12810588008835633], [0.8610254229830342, 0.03398254458256211, 0.6074586689437875, 0.7143146183166355, 0.06763246591666516]]","4,1,2,2",10,4
"[[0.7269798848908354, 0.05453432089739396, 0.09201751807523462, 0.6551018832850288, 0.6111434399093919], [0.8382172884936264, 0.32867185855734915, 0.2108965017754978, 0.5760432350661641, 0.0415309426792011], [0.6962814109777454, 0.371182960299962, 0.47882880112567694, 0.4124754930566903, 0.2861634131080787], [0.6742995742012845, 0.39921391006982054, 0.489160806809274, 0.6615829487497817, 0.1923518024712193], [0.48567038382636063, 0.09902037606671321, 0.7621468757741069, 0.8034970601089338, 0.9279458717725583], [0.06968186346278549, 0.7716011199783763, 0.8319797480570059, 0.9085901066328621, 0.620760059123554], [0.29305746304516167, 0.7962516355937748, 0.6134498402417196, 0.8099108168157888, 0.7255873853533149], [0.8320637186699222, 0.23309859705129277, 0.898827228126674, 0.9736652997837185, 0.2281916836411787], [0.44609990619408524, 0.8741254554985937, 0.7975406426955765, 0.9136284717990187, 0.9425709056551969], [0.8077022234489584, 0.4470543221196398, 0.37215056826086723, 0.5553715569863956, 0.6824505364835993]]","1,3,1,1,1,4,1",10,7
"[[0.4002981885493889, 0.9362098022979837, 0.19478337685472946, 0.8517645589876641, 0.07479117564017357], [0.7980674903797659, 0.86985288867784, 0.6851970079257753, 0.8821574916962029, 0.30091913352582844], [0.9813877084972553, 0.9425278314854814, 0.546845094262504, 0.7543481082715229, 0.8432777639637725], [0.08644576454212538, 0.22660132069454086, 0.2500978921570045, 0.7095157797393219, 0.48258260744756376], [0.9615805375224058, 0.8761842997076467, 0.638447854101039, 0.8262330083301443, 0.8818526651776912], [0.0949997821783799, 0.034488386153093686, 0.28324494546886014, 0.6311424679237744, 0.3878851460453575], [0.9666198002416504, 0.25440293203815156, 0.8945469117675582, 0.29610104399286885, 0.38443229072273366], [0.9962414430448443, 0.10655094531997122, 0.9206790083092972, 0.044363370445601014, 0.18927103393991784], [0.9483417974531708, 0.926058997186284, 0.01761225645429154, 0.9993915736118602, 0.06164795570804238], [0.9840772186876962, 0.451419662584991, 0.10544265034132494, 0.6661413690612957, 0.29056987793774114]]","2,1,2,4,4,1,1,1,1,2",10,10
"[[0.34331162478981947, 0.8438479129027533, 0.8169352790210621, 0.48284714336400525, 0.852002383366609], [0.45290976748415546, 0.3061816033914172, 0.9510166694874194, 0.2974724406630974, 0.8679630401337005], [0.3812116878350984, 0.7886591349492648, 0.6677440860423398, 0.8614347523732875, 0.5368394104764544], [0.029272902097157938, 0.7051495880559077, 0.3558032377474156, 0.36063691278309606, 0.9476536829460532], [0.1365154641522307, 0.5645845823254887, 0.4572717560169236, 0.7795061511477039, 0.08405591974646442], [0.5053170232196412, 0.7289622574242269, 0.24346052337728386, 0.37387304647351793, 0.5188754064944174], [0.11632368972868512, 0.3766858168161653, 0.47663551232075896, 0.3740334671699499, 0.5132202463359411], [0.16964720589900328, 0.5387868588674238, 0.8484926624802606, 0.8256952065927303, 0.16753391180435728], [0.21624589674016348, 0.6147222286589428, 0.7033609912354151, 0.2987206955338222, 0.6934621400558262], [0.6082474393261204, 0.8708529746336703, 0.2598934389698393, 0.7616097288597516, 0.03960121315760656]]","1,4",10,2
"[[0.4496074690015477, 0.5176619873505376, 0.40069870027629473, 0.9699011618883329, 0.8506438184118924], [0.07708327709638974, 0.06579398553905758, 0.506245983318538, 0.7433625917864256, 0.880426640606313], [0.8715866980152993, 0.19656169149274805, 0.34100829075040984, 0.7005829980725036, 0.35995573004777226], [0.3151513446311549, 0.4039990282382835, 0.662836236261756, 0.8633549447461824, 0.23738064784409418], [0.9090554198963574, 0.7666864890423839, 0.3338954080643215, 0.9920998754625124, 0.2168842990262697], [0.10864641203195557, 0.7887927430847553, 0.986942758631507, 0.8567274864274024, 0.3958464264889521], [0.48743768661353304, 0.48943899861876194, 0.8048295548244655, 0.3010773620659565, 0.9981621857906665], [0.1541484037353853, 0.18239766437365224, 0.5895808325465494, 0.8274646173958652, 0.15307680162568982], [0.5225536492866767, 0.8929606775040541, 0.7663499806063649, 0.3802718561105325, 0.5795488620074365], [0.5265173120324972, 0.33571094428089454, 0.532708965233078, 0.7634732027149461, 0.7987344229499979]]","1,3",10,2
"[[0.2960710723794958, 0.4956010551308594, 0.3543503990946044, 0.8141852919106861, 0.6499517846951536], [0.1767543606156129, 0.42666162518980677, 0.9289908860682491, 0.7114272798583468, 0.7752331169036417], [0.5989764792458853, 0.18925402793641255, 0.8935652744675427, 0.09668810028163244, 0.8050439503747433], [0.2738130630532005, 0.3252471980623688, 0.48407445071249744, 0.7697482508301078, 0.4533782264350452], [0.5731885884486596, 0.6366027883493646, 0.4427207488909304, 0.35339935897559427, 0.8027373602806441], [0.07360456401836069, 0.6370481703796039, 0.4977768162823575, 0.5055846724392424, 0.4711693940789716], [0.15774405962483717, 0.9389053373000742, 0.26317729962085756, 0.47080242670531414, 0.6826784818565585], [0.5873434511341385, 0.4002678069967387, 0.8536268256749152, 0.9218858184206176, 0.3966063507037054], [0.0452155923239429, 0.13488186233328192, 0.48884978014800695, 0.6812801706012553, 0.8089036849051283], [0.32079250612310406, 0.44537497485033006, 0.7446201248732369, 0.5285642582407566, 0.7868481321866133]]","2,1",10,2
"[[0.5901913601616396, 0.6963329971806338, 0.4231775097519659, 0.06453290831354608, 0.43914865430767314], [0.2659530506978539, 0.6965867287107063, 0.8676680028739306, 0.9748172214453389, 0.877058237272014], [0.32490191971626325, 0.518476789740176, 0.0016499885871045228, 0.6742407496049021, 0.7075681217420208], [0.8102048284703434, 0.31739307822308394, 0.3617830197936478, 0.17633551631816247, 0.9409928561376631], [0.1556434471304814, 0.5052135901200635, 0.06073463776649468, 0.7281001953941025, 0.863540068224802], [0.49157435758458556, 0.3867983097877462, 0.22862722614482966, 0.18188643458885034, 0.4537004962648524], [0.5719665525913332, 0.5516324001563845, 0.3451430231712289, 0.8838995969730251, 0.4122198516344382], [0.9287639131107743, 0.2767861273267427, 0.1865692624270483, 0.541042906844522, 0.22976605839787267], [0.5657837870681125, 0.20664290052157142, 0.5908586788508754, 0.7776814569354579, 0.4427739232328838], [0.029099659462831662, 0.1634152695189668, 0.07634267611512002, 0.31378447673333765, 0.2626324437153231]]","2,4,3,4,2,4,4,1",10,8
"[[0.38228637009561195, 0.38228247675986393, 0.6683435229034139, 0.3696805887638025, 0.5987575197585009], [0.9587290774712007, 0.36810038152374014, 0.9237249393961343, 0.4427659437717011, 0.8601580080930871], [0.9325404360419202, 0.4076258107663996, 0.3451177889313697, 0.7359357291233641, 0.5234464626956592], [0.7708329822578585, 0.32360067740310494, 0.4866765779217872, 0.9043191918715987, 0.5031899313545517], [0.9878451811597744, 0.5781611606973528, 0.8940696524464651, 0.8080182541233939, 0.4757538390387117], [0.2529016786744057, 0.5976259936499263, 0.04672028062945832, 0.5120087866420595, 0.45876306435278835], [0.3051410554158679, 0.6693258941597402, 0.10193047745068973, 0.8655161361625863, 0.6276303312670007], [0.5574430533314407, 0.35558742657763864, 0.49652185265203197, 0.8215963827745287, 0.7390224914174107], [0.6723893520205046, 0.607795653086789, 0.6541859219775857, 0.21131749370453734, 0.9531081502825689], [0.9713398010524081, 0.4793723737292356, 0.27750483041564045, 0.37134633364843705, 0.8735189608691891]]","1,1,1,2,1,3,2,2,3",10,9
"[[0.33540445009206243, 0.31912574987707454, 0.0724695180469973, 0.32705751418011886, 0.6779987144103264], [0.26489744289194717, 0.9939263753772183, 0.056492064608462456, 0.4059824444397967, 0.07756848099088975], [0.2019779708073195, 0.3453732799867453, 0.8303515868394198, 0.26389815376656467, 0.2167692894032106], [0.026306897264624207, 0.8647279017541154, 0.8963488874985573, 0.10641693852365919, 0.03641927395227851], [0.734134813133501, 0.2735287610585595, 0.5114095894149392, 0.4160516089222325, 0.9384735917032773], [0.704590046239884, 0.6073176027157482, 0.9221903901034431, 0.5829178733369675, 0.8039309273126352], [0.005516885778921288, 0.6843739910370443, 0.005632428929875255, 0.32403786168781823, 0.8581990325882445], [0.5912098469044584, 0.8808258043370795, 0.5144700176325205, 0.0004974701896073297, 0.8849803503564846], [0.21482026283065891, 0.17560731682258623, 0.07275773841396649, 0.3526660009193934, 0.11882270600632061], [0.9018404037923349, 0.39704577691708065, 0.07320689249964263, 0.9084391389314468, 0.5378413614598396]]",1,10,1
"[[0.2719634272082949, 0.5357938430660459, 0.27594643948606357, 0.994516644077276, 0.6216309750901716], [0.6527806076650071, 0.4633243538952435, 0.8886209811174783, 0.23311516217320405, 0.8072609642814192], [0.7927573484802857, 0.19681433396464942, 0.40269142286310655, 0.3893093883120802, 0.018940711278396916], [0.1639387418251259, 0.9628133654129686, 0.3109537094173941, 0.6983861538189856, 0.11194137473350518], [0.7285910260285573, 0.04703463217684756, 0.85288314927203, 0.5467811269322855, 0.13632682378881478], [0.46881630033299004, 0.9372669762646, 0.6561547336375523, 0.28503629310483947, 0.08502893325004679], [0.8834128946254564, 0.3717187402149863, 0.8848154145949468, 0.9248328431799967, 0.8056371347570618], [0.46259937841136245, 0.01937093015522373, 0.4329659931809432, 0.14575073887812806, 0.9768623559403193], [0.8260050890766701, 0.6159737691240176, 0.014523617228320296, 0.6536923301659493, 0.2891020482942963], [0.5224012077892403, 0.9337794180599885, 0.12972848920581959, 0.7721970352629433, 0.5873398126318871]]","3,3,1,4,4,2,4,2",10,8
"[[0.7749260593774208, 0.8810258251887532, 0.1369085191735122, 0.5562151653988097, 0.8180232742612255], [0.20358477439984213, 0.2247657906638263, 0.5300576636296586, 0.044609377897897984, 0.7396505146499577], [0.8515144216400617, 0.317958514133339, 0.1616088341783226, 0.6096251399847481, 0.42627941228847244], [0.4581941716693356, 0.6585479019983395, 0.11094064124280245, 0.5086098606568287, 0.8111821050356419], [0.8962216331149885, 0.42897112896442446, 0.21371309445619302, 0.6800021069720003, 0.9871993086501428], [0.17545389890184437, 0.9848456033300096, 0.5523728839616344, 0.36010165371359704, 0.3793042513698054], [0.3784763747703419, 0.5023624838030626, 0.6799412387755043, 0.3654936457808793, 0.30485062513265826], [0.26602111795806904, 0.5606392663676513, 0.7664804474147525, 0.5728599389886665, 0.37052981045598465], [0.3697580753586778, 0.9923147069270718, 0.17503929822778064, 0.9041015643077496, 0.6016322831736521], [0.7976884047016235, 0.2640168612930516, 0.03946051374166304, 0.6280486465697047, 0.06968154314629638]]",3,10,1
"[[0.47765978142446497, 0.6807355952021094, 0.31962330302940745, 0.9713051282698728, 0.08773244496307575], [0.113774406319884, 0.16788701465330846, 0.9413701544842125, 0.4647189950789705, 0.14575545927539413], [0.6570184845717402, 0.5805112501273877, 0.8394063306757423, 0.2310565097847994, 0.6570318217670184], [0.3975337683200505, 0.7876762064378205, 0.9164334948829643, 0.8030944859847166, 0.6222810123588176], [0.6753653068382167, 0.7762157213741822, 0.09089513104479519, 0.549364619910016, 0.13206229720546725], [0.67327411716677, 0.8042483305134986, 0.8961014387790511, 0.4037624180098264, 0.03710745550443373], [0.7968096877699171, 0.8296461244717445, 0.7375917574599076, 0.49064832706836625, 0.03019170091757606], [0.32829772653193434, 0.5784369722296517, 0.3246006959777047, 0.9474727503542265, 0.20006067981534825], [0.30426466937554353, 0.4750053914980614, 0.2767238229338158, 0.7932692968024037, 0.3665793867869509], [0.13110353095036464, 0.5378989480328034, 0.4140162859690337, 0.6783639509946089, 0.18520355949764689]]","3,1,4",10,3
"[[0.4857757355100638, 0.41527242035227263, 0.0011958089618687717, 0.751428891594892, 0.1960832804563437], [0.3987325520077706, 0.9626696522410143, 0.46152712433246534, 0.9730125243278169, 0.7104736968373115], [0.7915193356943482, 0.4523111919864108, 0.7240473964338497, 0.2257252919262932, 0.7542081082060534], [0.4330219503637939, 0.8145752704972138, 0.44034599125812846, 0.6881282299342246, 0.9018798070197215], [0.11886817867483235, 0.6220730896238871, 0.20091854417654598, 0.21595635212438358, 0.8504738473764454], [0.7717066996413378, 0.01507597123081117, 0.6804456534564586, 0.1073568196658089, 0.8290107204873215], [0.6706034266354286, 0.293314839840634, 0.13817845831574338, 0.9216016795294437, 0.8910774847748307], [0.3502700703739148, 0.08361490256258786, 0.12337269316997723, 0.8995142542953545, 0.9035425472783087], [0.9242941229574403, 0.17982000392845765, 0.44770650364617637, 0.2523700315780526, 0.09505835538874252], [0.37366961453433645, 0.0026762285638507466, 0.9660349699422753, 0.40689185783133996, 0.14410503064410918]]","3,1,1,4,3,2,1,4",10,8
"[[0.7431551170642055, 0.8675909803423199, 0.11533971083012595, 0.9450636369427489, 0.6883300508036393], [0.2986906589464554, 0.8787442485925704, 0.2569507609157007, 0.3415730819255154, 0.8126943148280213], [0.19918361167843013, 0.9292405833786723, 0.6608050417404091, 0.2338357642086507, 0.7065522291987645], [0.3111355069625239, 0.75495271210003, 0.5181339656143692, 0.8626849846108473, 0.5051242192644562], [0.39550048605173316, 0.3740804614352389, 0.8987970276879901, 0.5208442677751651, 0.2999756180719233], [0.4545034803890251, 0.7800512969064042, 0.6896618290607612, 0.8385689168362868, 0.4026776164265137], [0.2136495328076664, 0.3300843208744989, 0.8658432070716197, 0.14954545534676134, 0.5368392165116421], [0.956925591045602, 0.7268711206850056, 0.23656706457846888, 0.03847911695994444, 0.6817159701464733], [0.3216848589471437, 0.7552698978389506, 0.4537487082001246, 0.33809591562762475, 0.2823765215852929], [0.472838222063223, 0.7372213019664731, 0.42861110170578653, 0.8417790890511162, 0.5727201192113922]]","2,3,4,2,1,1,3,1",10,8
"[[0.3050750003887124, 0.6977772713177749, 0.4626805182640571, 0.1477239665881851, 0.042354133517373604], [0.6369752405606751, 0.8750769078369454, 0.8956788722398096, 0.35582293520268904, 0.6497607598650482], [0.6008038038137348, 0.5690450123375465, 0.9563929875305991, 0.04634000485448819, 0.43597361210382013], [0.5463216990370199, 0.6950697267949077, 0.8093966917119997, 0.981233714777892, 0.6212227533453132], [0.7285006382612036, 0.8114962177038189, 0.2237173893016252, 0.8313819067766816, 0.36282770246728746], [0.7080002732086554, 0.6791384377823639, 0.7785333034799239, 0.043256111938288266, 0.3448225122536053], [0.5397760491076202, 0.14272669179618702, 0.16127696534536728, 0.05636781936248869, 0.06914895805821064], [0.8814897546603049, 0.5313237242876151, 0.9120981136721235, 0.5174676982523628, 0.5304877201064195], [0.12950892440608863, 0.006285798148679134, 0.14181452306995956, 0.7875428123185534, 0.6988340849347079], [0.059815502986024116, 0.30334349813779915, 0.030059717255750074, 0.058127027620499816, 0.49592568853729124]]","1,3,4",10,3
"[[0.40053571989281433, 0.11367328165267598, 0.3018146384164988, 0.7424765770900625, 0.7575420378828314], [0.8778158276820298, 0.007100060709218758, 0.6475676535581059, 0.5189406291523512, 0.4207714009751805], [0.7839313303215752, 0.04172115178251823, 0.2948799944119205, 0.07061738165288234, 0.31809466126044716], [0.21256250347172123, 0.11927341331741093, 0.8581788609022412, 0.7734396456518396, 0.39524952509855393], [0.1107030428401573, 0.03919704799856549, 0.15160728484783426, 0.07045248352214761, 0.589966256035301], [0.5714164800281782, 0.13041836181617517, 0.3876669678335227, 0.8657888061937073, 0.3501168189044327], [0.4070923800826137, 0.6412716574977693, 0.9725669173537894, 0.25170114630553886, 0.9497333777703992], [0.2102146768773886, 0.9641650409289766, 0.6842690990675467, 0.16970149209522123, 0.2770028190410583], [0.9405123783328865, 0.13492942007899333, 0.6240341939548367, 0.5922327546084495, 0.36788553023244486], [0.22093263905760363, 0.8304538212196577, 0.7628223051879415, 0.06696179989516526, 0.4644067021541337]]","1,4,3",10,3
"[[0.8759878440271093, 0.37613643690952103, 0.15894805777454124, 0.6110227519724232, 0.9721901676959556], [0.7471847217575848, 0.29641140358297224, 0.1535308545474997, 0.543522179085028, 0.11193846501919746], [0.3597039609147641, 0.36328714710135457, 0.32558329591191915, 0.45735734843189724, 0.20688459318504093], [0.20303398154399366, 0.4221321740533922, 0.0811056927709014, 0.24483153409278569, 0.3283086775160463], [0.1607079581337192, 0.5422041476656371, 0.8132058577941971, 0.22800564539419343, 0.7552573684804157], [0.29961597674888374, 0.4834235943637597, 0.8791191787233983, 0.16641142760794492, 0.18951737362045584], [0.9274624832337349, 0.9836198450546756, 0.3582983835685254, 0.19564314407270567, 0.6386493679702813], [0.9222366968389383, 0.33060138225733493, 0.6518137462100991, 0.05130251439166422, 0.9926371337540785], [0.9011066468117526, 0.48247386178526974, 0.29503647947863443, 0.5120768590058767, 0.1685906694189656], [0.5464799994764022, 0.9917214031833689, 0.8368745688149479, 0.1766328843438043, 0.9946184665039185]]","1,2,3,3,4,2,4",10,7
"[[0.6637212774334245, 0.21648375455632174, 0.3726895192364915, 0.42179752109641644, 0.2958843945331443], [0.4272233642091945, 0.2831901007671378, 0.386703945695257, 0.2589851170356572, 0.262841873960999], [0.09847409726660605, 0.5958685706326107, 0.4839447602129695, 0.5965567954248046, 0.3339382974026974], [0.8682744676167783, 0.2596185738996444, 0.8080093631780035, 0.5113066667148726, 0.04322838600986101], [0.44914358197644133, 0.1791175689623734, 0.8756846039875591, 0.756071848679199, 0.5907218910657677], [0.3602909435534244, 0.3487729330092366, 0.3656886649159107, 0.9631119998890059, 0.9306050706153669], [0.5850588204174, 0.2948726457989407, 0.12117622580109122, 0.28808088976108603, 0.5856508883843556], [0.17517870138463965, 0.6204559718985765, 0.49511178836928815, 0.4739143895165704, 0.044341224817625924], [0.23247857678380668, 0.7531286252335299, 0.5299562319629068, 0.8899468759383174, 0.3205199209171059], [0.6617938506847757, 0.7276118908774402, 0.20335131590055755, 0.7095245238568255, 0.6939874547325425]]","1,2,4,2,1",10,5
"[[0.5715425844338045, 0.09175299464369147, 0.24654037119584782, 0.8606427714320902, 0.7248522895502095], [0.820665047954459, 0.03773345353883051, 0.10256767454575655, 0.8928511202399032, 0.3599963909438938], [0.9608046728097576, 0.7625568487218418, 0.07996622788824836, 0.26248725607821166, 0.26207635895527703], [0.8642872294924838, 0.5443929176989335, 0.03659708360383396, 0.2708327576801114, 0.6322982735484483], [0.837195473475962, 0.18664159477274578, 0.24399800242474323, 0.031489971750746415, 0.9527782853206402], [0.2797888880178695, 0.24309061307958402, 0.2572077001150367, 0.32458267804506447, 0.5247256761214363], [0.3558503859858071, 0.6558023327149192, 0.5874240332746592, 0.3510927452885335, 0.5230925790501724], [0.0363477639252372, 0.7455669987221234, 0.9126501539191659, 0.8858864504281054, 0.6518191357142986], [0.6525427942249563, 0.9903987587144361, 0.17133454061010633, 0.03972991958196126, 0.21112121042180965], [0.26989856023236036, 0.0013410313720398914, 0.38258454312387824, 0.9598297312319842, 0.5523352017622963]]","2,4,3,4,2,3,2,4",10,8
"[[0.5983497244807614, 0.8890535376424792, 0.9594316632128762, 0.07933143111854002, 0.18048842181035551], [0.43747949091864236, 0.008078695068810537, 0.1919318176293483, 0.7262402929300744, 0.7886491944411923], [0.6834574843984388, 0.1607334809516744, 0.8491659913571955, 0.6570726632247395, 0.5902363458848306], [0.8575356669118118, 0.04079309903055239, 0.9385829254176953, 0.9833767690267673, 0.0419629088982848], [0.7258670432934543, 0.5131628322403206, 0.13642814905717549, 0.5919330169177722, 0.7882177007763856], [0.6842223781475119, 0.5688773598822451, 0.751501325093256, 0.28094367168419554, 0.540253174604616], [0.3913233664932628, 0.7760371799415333, 0.3163035423211079, 0.5140461656943286, 0.9508326616157287], [0.8051605209238647, 0.2913641340915465, 0.9418258737302709, 0.395187131412873, 0.40355446815613116], [0.9763838561401172, 0.4977828125727599, 0.01329108424367409, 0.7992615803915689, 0.19651297935826806], [0.683666219843224, 0.11450044473684107, 0.8427190107894189, 0.8009400246589394, 0.17917108425472394]]","3,2,4,2,4,3,3,1",10,8
"[[0.09683655559767845, 0.19253763436555815, 0.8360267345813377, 0.43924861558762374, 0.9260607896146457], [0.7611125435503727, 0.9083011433954752, 0.40958165698521487, 0.4015006952948428, 0.7504963133425877], [0.43987423546161986, 0.9198428853701325, 0.5192396504705168, 0.4077634413166886, 0.918502922242563], [0.0565524291177848, 0.008285620357287082, 0.05222249807505741, 0.8183677626603225, 0.5570148412844173], [0.8284999361384875, 0.13030935082627926, 0.3463132581434535, 0.5998035195405154, 0.9812144615367744], [0.7826546633835563, 0.5025958512653341, 0.8600218139866115, 0.9412995984715385, 0.023027610135480492], [0.13278576351118043, 0.8345575985941446, 0.9664815992517436, 0.026095073824023762, 0.42342719236825177], [0.772910927174291, 0.08542464966505225, 0.9471823224742854, 0.2920515212935715, 0.25074773953050633], [0.20428986372832825, 0.16270924237807738, 0.6673404089754117, 0.6609551417032494, 0.6348441873139145], [0.24270071932255743, 0.006462176870519087, 0.49507571922499405, 0.1688398988171519, 0.8069581256190377]]","2,3,3,1,4,1,3",10,7
"[[0.3554853219651404, 0.6781153221489223, 0.15809294531945395, 0.7866636761575938, 0.8491284186924468], [0.5531010991520042, 0.9833020714633249, 0.532365153729556, 0.48406413017377536, 0.5908989643794479], [0.7404342679564478, 0.6514016345022162, 0.1243550971846552, 0.14662448129944483, 0.002228534499459922], [0.7159461874774633, 0.28079592884624827, 0.7962695949100044, 0.42578819368007303, 0.0906989072645682], [0.833298109428962, 0.08445857462752504, 0.4382474523782489, 0.7464125241535969, 0.9879429763476372], [0.8000835305158756, 0.17815273141766297, 0.9938023442058941, 0.9825142068322732, 0.7805175980620976], [0.7109974440683934, 0.45774445430386146, 0.05976033892085675, 0.408161189460739, 0.0031257515036835493], [0.531727768661294, 0.9337904712845952, 0.4767235112835243, 0.33561170607901347, 0.11283276974382384], [0.9873713636505642, 0.16869103939176378, 0.7562954047929786, 0.2521891023998688, 0.11162008796068368], [0.5934618900252739, 0.9038612880279933, 0.22862317612793248, 0.44602049390134524, 0.32200646331787863]]","1,4",10,2
"[[0.9135923360209257, 0.2564372671750923, 0.6038096542458652, 0.5791926295285076, 0.40168198670142696], [0.82282904764684, 0.6060452767291529, 0.09938984657766081, 0.6430213892328475, 0.5007173590766557], [0.550606604545164, 0.704355512047124, 0.03834232266046156, 0.8930106016065593, 0.07900321343582484], [0.9723919732539511, 0.912684461265857, 0.6079529906051474, 0.17212702518849454, 0.09050661562920426], [0.6583083840107682, 0.2214090657067903, 0.8409319554760329, 0.3804377348052742, 0.795594421530359], [0.49446633361953085, 0.7768347592331648, 0.7348182880273455, 0.42477160457757046, 0.3490239441650135], [0.7067173895955509, 0.20825866468874665, 0.32230353443926496, 0.6000673724268113, 0.2950698433374549], [0.17209353536327332, 0.42904125861477727, 0.6843845327244773, 0.28301603226867167, 0.8669394573240435], [0.07768697288423221, 0.8093870312572606, 0.7708592841204935, 0.26321552780058644, 0.38168541177660154], [0.4755198210006282, 0.04596092984367728, 0.10540206749562742, 0.3967646958417802, 0.34155782140318036]]","2,3,4,2,2,2",10,6
